/cust_id/join_date/phone/full_name/email2
0/1/2019-08-07/84333605993/mIChAel mIcHALek/mIChAel.mIcHALek.1@yourcompany.com
1/3/2019-06-30/84338262954/Ann Gow/Ann.Gow.3@yourcompany.com
2/4/2019-09-06/84966068026/James Chen/James.Chen.4@yourcompany.com
3/7/2019-01-05/84349251856/David Liff/David.Liff.7@yourcompany.com
4/11/2019-10-07/84973180839/Otis Arnold/Otis.Arnold.11@yourcompany.com
5/13/2019-09-15/84971262200/Kim Biddle/Kim.Biddle.13@yourcompany.com
6/19/2019-02-13/84769789386/Anthony Herzog/Anthony.Herzog.19@yourcompany.com
7/20/2019-09-23/84352351854/bArbarA DauGHerty/bArbarA.DauGHerty.20@yourcompany.com
8/24/2019-04-04/84766048406/juaNIta nutTer/juaNIta.nutTer.24@yourcompany.com
9/97/2019-09-02/84978909747/Stephanie Short/Stephanie.Short.97@yourcompany.com
10/30/2019-01-25/84356077736/CHrIsTi moLINa/CHrIsTi.moLINa.30@yourcompany.com
11/32/2019-06-06/84345936532/Franklin Johnson/Franklin.Johnson.32@yourcompany.com
12/33/2019-07-23/84974404339/Lawrence Cummings/Lawrence.Cummings.33@yourcompany.com
13/41/2019-01-01/841267025689/Elizabeth Herrington/Elizabeth.Herrington.41@yourcompany.com
14/42/2019-05-21/841266394412/Ivan Johnson/Ivan.Johnson.42@yourcompany.com
15/52/2019-01-23/84788187433/Roland Johnson/Roland.Johnson.52@yourcompany.com
16/53/2019-03-28/84767490632/ElAiNE joNES/ElAiNE.joNES.53@yourcompany.com
17/25/2019-07-16/84867037738/Arthur Branham/Arthur.Branham.25@yourcompany.com
18/61/2019-05-05/84337633035/JuDSon SeYMouR/JuDSon.SeYMouR.61@yourcompany.com
19/63/2019-06-01/84359188837/Eric Lehman/Eric.Lehman.63@yourcompany.com
20/66/2019-12-09/84869366677/Florence Luallen/Florence.Luallen.66@yourcompany.com
21/70/2019-05-18/841281598474/Ann Bufkin/Ann.Bufkin.70@yourcompany.com
22/86/2019-06-11/84865639641/Yvette Hayden/Yvette.Hayden.86@yourcompany.com
23/74/2019-08-19/84358777849/tImoTHy wiLEY/tImoTHy.wiLEY.74@yourcompany.com
24/78/2019-04-21/84975190224/LEe rUTherfoRD/LEe.rUTherfoRD.78@yourcompany.com
25/83/2019-07-28/841289951509/Frank Seymore/Frank.Seymore.83@yourcompany.com
26/90/2019-03-14/841269583137/Tina Rissell/Tina.Rissell.90@yourcompany.com
27/92/2019-11-05/841267874536/PatrICiA COoN/PatrICiA.COoN.92@yourcompany.com
28/95/2019-06-08/84978281797/Kristen Shanahan/Kristen.Shanahan.95@yourcompany.com
29/96/2019-08-16/84334555439/Ron Grollimund/Ron.Grollimund.96@yourcompany.com
30/99/2019-06-12/841221343238/elMER milLER/elMER.milLER.99@yourcompany.com
31/100/2019-08-22/841264626143/Frances Holland/Frances.Holland.100@yourcompany.com
